암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,SunStart,SunEnd,MonStart,MonEnd,TuesStart,TuesEnd,WedStart,WedEnd,ThursStart,ThursEnd,FriStart,FriEnd,SatStart,SatEnd
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,임홍섭내과의원,농협 (괴정시장),대티터널 방향,25 m,,,,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,09시00분~18시00분,09시00분~13시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,김용내과의원,부산진구 동천로(전포2) 한신밴오피스텔,,,160,Y,"2시간까지 1000원 ,30분 초과시 1000원추가",휴진,휴진,N,,,N,,,13시00분~14시00분,,09시00분~18시30분,09시00분~13시00분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,윤현기정형외과의원,,,,15,Y,,,,Y,,,N,,,13:00~14:00,,,,,,0900,1830,0900,1830,0900,1500,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,서울외과의원,화인크리닉센터 503호,,,56,N,,전부휴진,오후 1시이후,N,,,N,,,13시00분 ~ 14시00분,,09시00분 ~ 18시00분,09시00분 ~ 15시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,뷰티스피부과의원,부산 해운대구 센텀2로10 메디컬센터6층,,,0,Y,,휴진,휴진,N,,,N,,,1시~2시,1시~2시,,"매주2,4째주 10시~1시진료/매주1,3,5째주 10시~5시 진료",,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,우리들내과의원,,,,,,,off,공휴일 off,N,,,N,,,,,,,,,,,,,,,,,0000,0000,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,연세정형외과의원,부산고등학교,정문,50m,,,,전부 휴진,전부 휴진,N,,,N,,,1시~2시,없음,09시30분~18시30분,09시30분~15시00분,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz,이상익신경과의원,부산 근대역사관. (구) 미문화원,도로 맞은 편,10mwj,,,,전부 휴진,전부 휴진,N,,,N,,,12시 30분 ~ 13시 30분,,09시 00분  ~ 17시 40분,09시 00분 ~ 13시 40분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNTEjJDEjJDIjJDgz,손영찬정형외과의원,,,,30,N,"병원(영풍프라자)뒷편 주차타워-승용차만 가능(탑차,외제차주차불가)",,,N,,,N,,,12시30분~14시00분,,09시00분~18시20분,09시00분~12시30분,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,참사랑이비인후과의원,우리메디컬센터,롯데마트 정문 건너편 우리은행 건물 3층,300m,39,N,"진료대기시간 30분 이상, 1시간 무료",휴진,휴진,N,,,N,,,12시 45분 ~ 14시 00분,,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjODEjJDEjJDYjJDgz,바른정형외과의원,정관 신도시 동일1차 아파트 사거리 동부산농협 신정지점,정관성당쪽,20m,12,N,,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,09시00분~18시00분,09시00분~12시30분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,학장성심의원,부산광역시 사상구 대동로159 학장성심메디프라자,,,7,N,,휴진,휴진,N,,,N,,,12시50분~14시10분,공란,09시00분~18시,09시00분~13시,,,0900,1820,0900,1820,0900,1820,0900,1820,0900,1820,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,강보승이비인후과의원,"해운대 세이브존, 해운대 시장",세이브존 맞은편 건물 5층,,10,N,주차비 30분무료,휴진,휴진,N,,,N,,,12시 30분~ 14시,점심시간 없이 진료함,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,밝은미래안과의원,롯데마트,건너편,10m,50,N,1시간 주차무료,휴진,휴진,N,,,N,,,12:30~14:00,,09:00~18:00,09:00~13:00,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNzEjJDEjJDgjJDgz,푸른내과의원,남산동 주민센터,남산동 주민센터 앞,30M,30,N,"3000CC이상 고급차, SUV/RV 차량 주차제한",전부 휴진,전부 휴진,N,,,N,,,오후 1시 ~ 2시,,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,오동원신경정신과의원,남부 소방서 (119) 옆,대연동방면,10m,,,,전부휴진,오전진료(오후 1시까지만 진료),N,,,N,,,,,09시 00분~ 18시00분,첫째주 토요일 13시까지 나머지주 토요일 16시까지 진료,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,화명내과의원,,,,,,,,,N,,,N,,,,,,,,,0900,0600,0900,0600,0900,0600,0900,0600,0900,0600,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,나을소아청소년과의원,화명동 동원로얄 듀크 아파트,"지하철수정역에서 화명역 방향  육교 앞서 우회전,  화명역에서 수정역방향 육교앞 좌회전후 보이는 진입구쪽 건물",입구에서 우측 5층 건물,,,주차장이 있기는 하나  10대정도의 작은 주차장임( 상가방문자 사용),전부 휴진,"구정, 추석연휴 첫 날 9시-1시까지 (이외 공휴일 휴일 원칙)",N,,,N,,,"12시30분 - 14시 00분 (1시간 30분, 90분)",,9시- 18시 25분 ( 저녁 6시 25분),9시- 12시55분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,정안메디컬의원,일광역,서쪽,100m 거리,20,N,,전부 휴진,전부 휴진,N,,,N,,,12:30~13:30,,09시 00분 ~ 17시 30분,09시 00분 ~ 11시 30분,,,0900,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1130
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,정준용내과의원,맥도날드,맞은편,20M,50,N,"시장,대영,현대,노보주차장 - 40분 무료",전부 휴진,"상설공휴일은 휴진,  임시, 대체 공휴일은 진료",N,,,N,,,13시 00분 ~ 14시 00분,,09시 00분 ~ 17시 50분,09시 00분 ~ 12시 50분,,,0900,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,새힘정형외과의원,하남초등학교,하남초등학교 정문 맞은편 부산은행 2층,20m,,,지하철 옆 공영주차장(주차비 본인부담),전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,08시30분~17시30분,08시30분 ~ 12시30분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz,큰나무정형외과의원,,,,,,,,,N,,,N,,,13:00 ~ 14:00,13:00 ~ 14:00,09:00 ~ 18:30,09:00 ~ 14:30,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1430
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,조은신경외과의원,"지하철2호선 개금역 1번 출구, 이비인후과 전문의(평일 오후 6시30분진료), 신경외과 전문의",서면로타리방향,30m,10,Y,"미래소아과 외래진료시 1시간 무료(입퇴원일 1시간무료, 면회시 적용 안됨)",,,N,,,N,,,12시20분-2시00분,없음,09시00분-18시00분,09시00분-13시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,정원정형외과의원,서대시장 맞은편,,,8,N,"승용차량만 주차 가능. 외제차량, 승합차량, RV 차량(아토즈,레이, 산타페 등)은 주차하지 않습니다. 운영시간은 오전 9시부터 오후 7시 까지 입니다.",휴진,휴진,N,,,N,,,13:00 - 14:00,,09:00,09:00,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,임권일신경과의원,,,,40,Y,진료1시간 무료,전부휴진,전부휴진,N,,,N,,,13:00~14:00,,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,부산제통마취통증의학과의원,덕천교차로 부산은행,부산은행 건물 3층,,,,,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,,,,,0830,1700,0830,1700,0830,1300,0845,1700,0845,1700,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,부전안과의원,,,,,,,휴진,휴진,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,한가족내과의원,자모여성병원,수영방향,10m,15,N,건물옆 골목안 지정주차장,전부 휴진,전부 휴진,N,,,N,,,13시~14시,,9시~18시,9~13시30분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1330
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,아이러브소아청소년과의원,부암1동주민센터,주민센터 맞은편 주차장으로 들어오시면 됩니다.,50m,1000,N,마트주차장 이용,,진료시간 10:00~20:00까지 진료,N,,,N,,,12시00분~13시30분 (저녁시간 17시30분~18시00분),12시00분~13시30분,10시00분~20시00분,10시00분~20시00분,1000,2000,1000,2000,1330,2000,1000,2000,1000,2000,1000,2000,1000,2000
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNDEjJDEjJDQjJDgz,큰나무정형외과의원,남부자동차 운전면허시험장,이기대공원 방향,200m(면허계 다음 정류소),20,N,건물뒤에 위치(건물우측으로 진입),전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,,,,,0900,1800,0900,1800,0900,1800,1400,1800,0900,1800,0900,1200
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,마린성형외과의원,"해운대 지하철역, 세이브존 백화점",세이브존 백화점 정문 맞은편 3층,,14,Y,"소형차,준중형차량 까지 주차가능, 수술,진료시 무료 주차가능",전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,10시00분~19시00분,10시00분~13시00분,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,송인제정신과의원,,,,30,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,09시00분~18시30분,09시00분~15시30분,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,보문정형외과의원,두실지하철역 3번5번 사이 위치,,,3,N,,전부 휴진,전부 휴진,N,,,N,,,13시~2:00시까지,,9:00~18:30,9:00~13:00,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDIjJDgz,청춘안과의원,청춘안과빌딩,,,21,Y,"지정 유료주차장(성진주차장) 진료 후 수납시 주차권 발부. 외래는 30분, 검사 1시간 수술 전액 지원/ 추가 요금은 본인부담. (초과 10분당 500원)",휴진,휴진,N,,,N,,,13시~14시,,08시30분~17시50분,08시30분~12시50분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,안무경가정의학과의원,한신문화타운상가 208-209호,,,3,N,한신문화타운으로 진입하여 상가옥상 주차장 이용 가능합니다.,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,09시00분~17시40분,09시00분~12시20분,,,0900,1740,0900,1740,0900,1600,0900,1740,0900,1740,0900,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,도원소아청소년과의원,,,,,,,휴진,휴진,N,,,N,,,1시 ~ 2시,,9시~6시 혹은 6시30분,9시~12시 30분 혹은 1시,,,0900,1830,0900,1830,1400,1830,0900,1830,0900,1830,0900,0100
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,남태수내과의원,센텀병원 바로 옆,,5m,,,,휴진,휴진,N,,,N,,,13:00~14:00,,09:00~ 19:00,09:00~14:00,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1330
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,킴스피부과의원,하나은행 대신점,서부경찰서,20m,40,N,주차타워 운영으로 카니발 차량 이상 주차불가,휴진,휴진,N,,,N,,,12시 30분 ~ 14시 00분,점심시간없음,09시 30분 ~ 저녁 17시 30분,09시 30분 ~ 12시 00분,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz,영도의원,,,,4,N,,,,N,,,N,,,1시-2시,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,탑연합비뇨의학과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분-14시00분,점심시간없음.,10시00분  - 18시00분,10시00분 - 13시00분,,,1000,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjNTEjJDEjJDYjJDgz,라인정형외과의원,성지고등학교(구.성지공고),일신보라아파트방향,100m,12,N,환자보호자 및 방문객(면회)들은 가급적 대중교통을 이용해 주시면 감사하겠습니다.,전부 휴진,전부 휴진,N,,,N,,,13:00~14:00,무,"월,화,수,금09;00~19:00/목 9:00~13:00",09:00~13:00,,,0900,1900,0900,1900,0900,1900,0900,1300,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,김병준 레다스 흉부외과의원,롯데백화점 맞은편,부암역 방향,5분,50,N,진료 후 안내데스크에서 주차권 배포,전부 휴진,전부 휴진,N,,,N,,,12:30~13:30,12:30~13:30,09:30~18:30,09:30~16:30,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1630
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,비타민마취통증의학과의원,,,,,,,전부휴진,,N,,,N,,,13시00분~14시00분,,,,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,박준형피부과의원,성모안과건물7층,벡스코역 2번출구,50m,50,Y,성모안과건물주차장이용,휴진,휴진,N,,,N,,,12:30~2:00,점심시간없음,09:30~18:00,09:30~13:30,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1330
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,조석태마취통증의학과의원,온천2동782-3,온천초등옆부산은행미남지점,10m,,,,,,N,,,N,,,12시30분~13시00분,12시30분~13시00분,,,0900,1300,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1800
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,서울마취통증의학과의원,센텀호텔 정문앞에서 우측,,50M,,,,전부휴진,전부휴진,N,,,N,,,13시00~14시00,,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1700
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,이가정의학과의원,,,,,,,,,N,,,N,,,13시00분-14시00분,,09시00분-20시00분,09시00분-14시00분,,,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1400
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,장편한내과의원,,,,30,N,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,0000,0000,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,최신영내과의원,신한은행,좌측,바로옆건물임,,,,전부휴진,전부휴진,N,,,N,,,12시30분~1시30분(수요일은  10시30분 진료마감),,07시00분~14시30분(수요일은 토요일과 동일),07시00분~10시30분,,,0700,1430,0700,1430,0700,1030,0700,1430,0700,1430,0700,1030
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,명진정형외과의원,부산은행 전포역 지점,(칠성화이트보드2층),5m,,,,휴진,휴진,N,,,N,,,12시 30분-14시,,09시30분-17시30분,09시30분-12시30분,,,0930,1740,0930,1740,0930,1740,0930,1740,0930,1740,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,열린이비인후과의원,중앙 빌딩 3층,,,,,,전부 휴진,전부 휴진,N,,,N,,,12시 30분 ~ 2시00분,,,,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,정민정형외과의원,신만덕 농협 옆,,,,,공영주차장 1시간 무료도장,전부휴진,휴진,N,,,N,,,오후 1시 ~ 오후 2시30분,,,,,,0900,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,신안과의원,서부경찰서,서대신동시장,100미터,2,N,,휴진,오후 1시 이후,N,,,N,,,12시30분~14시00분,,,,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,코넬비뇨기과의원,영광도서 뒤 국민은행 맞은편 4층,,,40,N,"영광도서 옆 하나은행 빌딩, 타워주차장(목원주차장) 이용",,,N,,,N,,,오후 1시-오후 2시,,,,,,0900,1700,0900,1800,0900,1700,0900,1800,0900,1700,0900,1400
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,센트럴가정의학과의원,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,성은의원,,,,,,,전부휴진,진료 9시-1시,N,,,N,,,12시 30분 - 14시 00분,12시 30분 - 14시 00분,9시 00분 - 18시 30분,9시 00분 - 15시 00분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1500
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,조은어깨동무정형외과의원,,,,30,Y,,,,N,,,N,,,13시00분~14시00,,,,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,닥터남아름다운의원,당감초등학교,,10m,,,,,,N,,,N,,,1-2시,없음,9시-5시20분,9시-12시50분,,,0900,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,1300
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,인제대학교부속백병원부설김해국제공항의원,김해국제공항국내선,1층,,,,,전부 휴진,전부 휴진,N,,,N,,,13:00~14:00,,09:00~17:00,,,,0900,1700,0900,1700,0900,1700,0900,1700,0900,1700,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,차외과의원,파리바게뜨,2층,10m,,,,전부 휴진,오후 4시이후,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1600
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,최정숙내과의원,기장시장 부산은행 우리은행 사이,건너편,1분이내,,,제 1공영주차장 주차시 30분 무료주차,전부휴진,전부휴진,N,,,N,,,오후1시~2시,오후1시~2시,오전8시30분,오전8시30분,,,0830,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,부산PET염하용핵의학과의원,지하철1호선 12번출구,우측방향,2분거리,2,N,,휴진,휴진,N,,,N,,,12시30분~14시00분,,,,,,0900,1600,0900,1600,0900,1600,0900,1600,0900,1600,,
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz,조용길의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,12:30~14:00,,8:00~18:00,8:00~12:00,,,0800,1800,0800,1800,0800,1800,1800,,0800,1800,0800,1400
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,영비뇨의학과의원,수영전역철,7번 출구앞,,20,Y,,휴진,휴진,N,,,N,,,12:30 - 14: 00,,,,,,0930,1800,0930,1800,0930,1800,1400,1800,0930,1800,0930,1230
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,재원메디컬의원,사상 시외버스 터미널,"덕포, 구포 방향",200m,18,N,"진료내용에 따라 시간차등 무료입니다. (기본진료 1시간) 그 외는 유료입니다. 일반 중소형 승용차량만 지원됩니다. (SUV, 대형차량 등 안됨, 기계식이라 들어가지 않습니다.)",휴진,휴진,N,,,N,,,13시00분~14시00분,점심시간 없음.,08시30분~18시10분,08시30분~12시 40분,,,0900,1830,0900,1830,0900,1830,0900,1300,0900,1830,0830,1300
