암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,달빛이비인후과의원,31,의원,310000,경기,311901,고양덕양구,화정동,10472,"경기도 고양시 덕양구 화중로 205, 화수빌딩 101호 (화정동)",031-994-8976,,20200115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8337603,37.6453248
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,달서여성메디파크의원,31,의원,230000,대구,230007,대구달서구,용산동,42637,"대구광역시 달서구 용산로 139, 8층 (용산동)",053-667-7575,,20210819,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5301219,35.8498935
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,달서연합의원,31,의원,230000,대구,230007,대구달서구,송현동,42818,"대구광역시 달서구 월배로 432, (송현동)",053-623-0475,,20010811,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5530875,35.8322166
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,달서연합정형외과의원,31,의원,230000,대구,230007,대구달서구,감삼동,42642,"대구광역시 달서구 달구벌대로 1660, 1,5층 (감삼동)",053-566-6767,,20200401,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5477,35.8537789
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,달성내과의원,31,의원,230000,대구,230100,대구달성군,현풍읍,43003,"대구광역시 달성군 현풍면 비슬로130길 79, (현풍읍)",053-615-5100,,20050421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.443515,35.6948155
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,달성외과의원,31,의원,230000,대구,230007,대구달서구,성당동,42669,"대구광역시 달서구 파도고개로 3, (성당동)",053-625-5806,,19830228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5729745,35.8511713
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,달성윤비뇨기과의원,31,의원,230000,대구,230100,대구달성군,논공읍,42979,"대구광역시 달성군 논공읍 논공로 760, 3층",053-617-7582,,20030726,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.4449557,35.729096
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,달성피부과의원,31,의원,230000,대구,230004,대구서구,내당동,41857,"대구광역시 서구 달구벌대로 1735, (내당동)",053-566-4333,http://www.dalsungskin.com/,19850530,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5549441,35.8572745
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,달소아청소년과의원,31,의원,370000,경북,370702,포항북구,양덕동,37572,"경상북도 포항시 북구 법원로 157, 2층 202, 203호 (양덕동)",054-253-7576,,20150916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129.3872095,36.0890075
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz,달팽이신경과의원,31,의원,370000,경북,371000,경산시,중방동,38622,"경상북도 경산시 중앙로 81, 3층 (중방동)",053-814-1500,,20140217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.7358187,35.8236043
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,달팽이이비인후과의원,31,의원,110000,서울,110020,양천구,신정동,8082,"서울특별시 양천구 중앙로 262, 메디바이오플렉스 502,503호 (신정동)",02-2062-4298,,20180111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.853417,37.5198526
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,달팽이이비인후과의원,31,의원,110000,서울,110022,노원구,공릉동,1849,"서울특별시 노원구 동일로 1000, 2층 203호 (공릉동)",02-6958-8270,,20240229,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0755262,37.619489
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,달팽이이비인후과의원,31,의원,350000,전북,350100,군산시,조촌동,54072,"전북특별자치도 군산시 궁포안1길 33, 2층 (조촌동)",063-445-1005,,20221125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7440842,35.9761995
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,달팽이이비인후과의원,31,의원,240000,광주,240005,광주남구,임암동,61754,"광주광역시 남구 서문대로 351, (임암동)",062-674-0000,,20231222,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.8772897,35.099737
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNTEjJDEjJDYjJDgz,달팽이이비인후과의원,31,의원,310000,경기,310601,수원권선구,금곡동,16385,"경기도 수원시 권선구 금곡로 100, 303~304호 (금곡동, 칠보프라자)",031-291-8087,,20160119,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9412832,37.2738628
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,담대한외과의원,31,의원,240000,광주,240001,광주동구,학동,61454,"광주광역시 동구 남문로 780, 3~4층 (학동)",062-231-0001,,20190517,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.9236123,35.1390896
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,담대항외과의원,31,의원,330000,충북,330103,청주청원구,주중동,28325,"충청북도 청주시 청원구 주성로 263, 4층 (주중동)",043-214-7748,,20230531,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz,담도영이비인후과의원,31,의원,220000,인천,220006,인천남동구,간석동,21550,"인천광역시 남동구 남동대로 889-1, 4층 405일부호 (간석동)",437-0610,,19910212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.7080077,37.4619006
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,담스의원,31,의원,110000,서울,110017,중구,신당동,4597,"서울특별시 중구 다산로 112, 담스빌딩 3층 (신당동)",2233-3438,http://www.dams.co.kr,19900118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.0103926,37.5537859
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQyIyQzIyQwMCQzNjE0ODEjNjEjJDEjJDQjJDgz,담양우리안과의원,31,의원,360000,전남,360008,담양군,담양읍,57344,"전라남도 담양군 담양읍 중앙로 30-1, (담양읍)",061-383-8275,,20060119,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9835749,35.3159217
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,담양이비인후과의원,31,의원,360000,전남,360008,담양군,담양읍,57344,"전라남도 담양군 담양읍 중앙로 34, 1층",061-383-5075,,20041023,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.983481,35.3163198
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQ1IyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,담은정신건강의학과의원,31,의원,360000,전남,360400,순천시,왕지동,57932,"전라남도 순천시 왕지2길 4-20, 2층 (왕지동)",061-727-3063,dameun.net,20140916,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.5224036,34.9690847
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,담의원,31,의원,110000,서울,110001,강남구,삼성동,6084,"서울특별시 강남구 삼성로126길 6, (삼성동, 보고재빌딩 지하2층일부)",02-547-0540,,20131114,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.051663,37.5175193
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,답십리늘채움신경외과의원,31,의원,110000,서울,110007,동대문구,답십리동,2615,"서울특별시 동대문구 전농로 38, 3, 4층 (답십리동)",02-6958-5975,,20240425,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,답십리마디튼튼의원,31,의원,110000,서울,110007,동대문구,답십리동,2622,"서울특별시 동대문구 고미술로 81, 2층 203, 204, 205호 (답십리동)",02-2245-1800,,20230403,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0557367,37.5656056
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,답십리설정형외과의원,31,의원,110000,서울,110007,동대문구,답십리동,2615,"서울특별시 동대문구 전농로 36, 3층 302호,303호 (답십리동)",02-6953-3180,,20181226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0574429,37.5680203
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,답십리연세정형외과의원,31,의원,110000,서울,110007,동대문구,답십리동,2621,"서울특별시 동대문구 전농로 24, 계림빌딩 3층 (답십리동)",02-2215-6753,,20080403,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0569165,37.5670155
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQxMyQyNjE0ODEjNzEjJDEjJDgjJDgz,당감베스트정형외과의원,31,의원,210000,부산,210004,부산진구,당감동,47181,"부산광역시 부산진구 동평로 106, 앨리움 메디컬센터 2층 (당감동)",051-913-7500,,20220503,2,1,0,0,1,0,0,0,0,0,0,0,0,0,129.0411348,35.1655911
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,당고개정형외과의원,31,의원,110000,서울,110022,노원구,상계동,1643,"서울특별시 노원구 덕릉로126길 11, 4층 (상계동, 신천지빌딩)",02-933-5006,,20030226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0818633,37.6706221
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,당근정신건강의학과의원,31,의원,210000,부산,210001,부산남구,대연동,48493,"부산광역시 남구 유엔평화로 12, 3층 (대연동)",051-583-2453,,20230519,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129.0917753,35.1338391
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,당산상쾌한이비인후과의원,31,의원,110000,서울,110013,영등포구,당산동5가,7213,"서울특별시 영등포구 당산로 223, 5층 (당산동5가, 태영스타밸류빌딩)",02-2632-9988,,20130809,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9011686,37.5337276
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,당산숲정신건강의학과의원,31,의원,110000,서울,110013,영등포구,당산동6가,7222,"서울특별시 영등포구 양평로 46, 4층 (당산동6가)",02-2088-0869,,20210520,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.9016531,37.5344673
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz,당산정형외과의원,31,의원,110000,서울,110013,영등포구,당산동6가,7223,"서울특별시 영등포구 양평로 20, 3층 (당산동6가)",02-2631-2727,,20130524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9041261,37.533112
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,당산튼튼본의원,31,의원,110000,서울,110013,영등포구,당산동5가,7213,"서울특별시 영등포구 양평로 47, 6층 (당산동5가)",02-2635-0333,,20220316,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9009929,37.5338752
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,당산헤스티아여성의원,31,의원,110000,서울,110013,영등포구,당산동6가,7222,"서울특별시 영등포구 양평로 68, 디엔빌딩 8층 (당산동6가)",02-6013-0123,,20240820,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,당샘내과의원,31,의원,380000,경남,380500,진주시,가좌동,52860,"경상남도 진주시 관문로 7, 율곡스퀘어 프런티어 203,205호 (가좌동)",055-761-7571,,20210607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.1168615,35.1522174
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,당수성모내과의원,31,의원,310000,경기,310601,수원권선구,당수동,16376,"경기도 수원시 권선구 당진로 29-4, 301,302호 (당수동, 기와프라자)",031-419-0377,,20090309,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9401889,37.2916007
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,당신내과의원,31,의원,370000,경북,370702,포항북구,양덕동,37593,"경상북도 포항시 북구 장량로 160, 401호 (양덕동)",054-232-0356,,20150313,2,0,0,0,2,0,0,0,0,0,0,0,0,0,129.3979461,36.0815093
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,당신의봄의원,31,의원,240000,광주,240003,광주서구,치평동,61964,"광주광역시 서구 운천로 213, 2층 203~204호 (치평동)",062-457-0770,,20210901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.8545268,35.1512244
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNTEjJDEjJDIjJDgz,당신의숲정신건강의학과의원,31,의원,110000,서울,110017,중구,다동,4522,"서울특별시 중구 남대문로9길 6, 대한빌딩 4층 (다동)",2135-1898,,20220225,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.9819673,37.5669492
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,당신의정신건강의학과의원,31,의원,110000,서울,110021,서초구,서초동,6621,"서울특별시 서초구 강남대로 359, 2층 207호 (서초동)",02-585-8555,,20220216,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.0286234,37.4948012
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,당신의피부과의원,31,의원,210000,부산,210004,부산진구,부전동,47286,"부산광역시 부산진구 서면로 48, 현경빌딩 8층 (부전동)",051-924-1201,,20221123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,129.0580331,35.1549621
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,당앤장내과의원,31,의원,340000,충남,340500,아산시,탕정면,31465,"충청남도 아산시 탕정면 한들물빛5로 25, 리앤포레 301~304호",041-424-7582,,20230524,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.086089,36.7875386
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,당진다솜내과의원,31,의원,340000,충남,340900,당진시,읍내동,31770,"충청남도 당진시 당진중앙2로 117-5, (읍내동)",041-357-7580,,19880806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6310197,36.8945521
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjODEjJDEjJDIjJDgz,당진민의원,31,의원,340000,충남,340900,당진시,읍내동,31770,"충청남도 당진시 당진중앙1로 173-4, 정외과의원 (읍내동)",041-430-7582,,20191030,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6328539,36.8967842
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjODEjJDEjJDYjJDgz,당진밝은안과의원,31,의원,340000,충남,340900,당진시,읍내동,31770,"충청남도 당진시 당진중앙2로 103-8, (읍내동, 진원빌딩401,402,403호)",041-357-8700,,20100209,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6305185,36.8944951
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,당진수이비인후과의원,31,의원,340000,충남,340900,당진시,읍내동,31770,"충청남도 당진시 당진중앙2로 103-8, 301호 (읍내동, 진원스타타워)",041-356-7582,,20130718,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6305185,36.8944951
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,당진잘보는내과의원,31,의원,340000,충남,340900,당진시,수청동,31817,"충청남도 당진시 수청2로 48, 써밋스퀘어 4층 (수청동)",041-430-7766,,20240409,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.6527822,36.8880145
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,당진정신건강의학과의원,31,의원,340000,충남,340900,당진시,읍내동,31777,"충청남도 당진시 당진중앙3로 89, (읍내동)",041-356-0601,,19950110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6299754,36.893071
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,당진좋은내과의원,31,의원,340000,충남,340900,당진시,읍내동,31770,"충청남도 당진시 당진중앙1로 108, (읍내동)",041-353-6050,,20110214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6301159,36.8946372
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQzIyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,당진효자정형외과의원,31,의원,340000,충남,340900,당진시,읍내동,31770,"충청남도 당진시 당진중앙2로 113, 푸마 2-3층 (읍내동)",041-430-8279,,20231128,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.6309352,36.8944408
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,대가연마취통증의학과의원,31,의원,110000,서울,110018,송파구,가락동,5704,"서울특별시 송파구 중대로 193, 2,3,6,7층 (가락동, 주식회사홈캐스트)",02-568-4955,,20160229,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1258147,37.4993564
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,대경비뇨기과의원,31,의원,370000,경북,371000,경산시,하양읍,38434,"경상북도 경산시 하양읍 하양로 119, (하양읍)",053-852-3334,,19990327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.8200081,35.9145739
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,대경신경과의원,31,의원,230000,대구,230007,대구달서구,두류동,42659,"대구광역시 달서구 달구벌대로 1762, 302호 (두류동)",053-624-0119,,20140303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.558434,35.8573412
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,대경영상의학과의원,31,의원,230000,대구,230005,대구수성구,범어동,42028,"대구광역시 수성구 달구벌대로 2435, 301동 지하6층 B204, B206호 (범어동, 두산위브더제니스)",053-742-0100,,19931220,19,1,0,0,18,0,0,0,0,0,0,0,0,0,128.6289865,35.8603108
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,대경통증의학과의원,31,의원,230000,대구,230002,대구동구,봉무동,41026,"대구광역시 동구 팔공로 259, 201호 (봉무동)",053-941-7582,,20000410,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.6407859,35.9220657
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjODEjJDEjJDIjJDgz,대곡경대플러스마취통증의학과의원,31,의원,230000,대구,230007,대구달서구,도원동,42833,"대구광역시 달서구 도원로 29, (도원동)",053-638-8575,,20140707,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5360514,35.8071574
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,대곡다나연합내과의원,31,의원,230000,대구,230007,대구달서구,대곡동,42769,"대구광역시 달서구 비슬로 2716, 3층 (대곡동)",053-638-7509,,20141103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.512294,35.8090716
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,대곡미래연합의원,31,의원,230000,대구,230007,대구달서구,도원동,42832,"대구광역시 달서구 한실로 69, 대한빌딩 3층 (도원동)",053-633-9807,,20181113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5342988,35.8072623
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,대곡소아과의원,31,의원,230000,대구,230007,대구달서구,도원동,42833,"대구광역시 달서구 도원로 29, 3층 (도원동, 중앙빌딩)",053-641-6766,,19960907,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5360514,35.8071574
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,대곡속내과의원,31,의원,230000,대구,230100,대구달성군,화원읍,42952,"대구광역시 달성군 화원읍 비슬로 2723, (화원읍)",053-635-5975,,20081110,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5126787,35.809824
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,대곡시원제통의원,31,의원,230000,대구,230007,대구달서구,대곡동,42769,"대구광역시 달서구 비슬로 2716, 4층 (대곡동)",053-641-9955,,20160114,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.512294,35.8090716
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,대곡신세계미산부인과의원,31,의원,230000,대구,230007,대구달서구,도원동,42833,"대구광역시 달서구 도원로 19, 2층 (도원동)",053-638-0999,,19970708,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5361084,35.8079346
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,대곡연세의원,31,의원,230000,대구,230007,대구달서구,두류동,42648,"대구광역시 달서구 야외음악당로 201, 2층 (두류동)",053-644-8686,,20020525,4,3,0,0,1,0,0,0,0,0,0,0,0,0,,
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,대곡의원,31,의원,380000,경남,380500,진주시,대곡면,52607,"경상남도 진주시 대곡면 남강로2438번길 56, (대곡면)",055-744-2909,,19950318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.1685276,35.2618315
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,대곡제일내과의원,31,의원,230000,대구,230007,대구달서구,도원동,42832,"대구광역시 달서구 도원로 30, 203호 (도원동, 대곡프라자)",053-638-9922,,19970402,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.5353524,35.807205
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,대곡중앙의원,31,의원,380000,경남,380500,진주시,대곡면,52607,"경상남도 진주시 대곡면 진의로 1075, (대곡면)",055-743-8876,,20010102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.1690029,35.2626888
