서울ID,주소,요양기관명,전화번호,MonEnd,TuesEnd,WedEnd,ThursEnd,FriEnd,SatEnd,SunEnd,진료시간(공휴일)C,MonStart,TuesStart,WedStart,ThursStart,FriStart,SatStart,SunStart,진료시간(공휴일)S,우편번호1,우편번호2,좌표(X),좌표(Y),작업일시
C1101661,"서울특별시 송파구 토성로 11, 1,2층 (풍납동)",다사랑약국,02-477-2590,1830,1830,1830,1830,1830,1600,1930,2100,0900,0900,0900,0900,0900,0900,0930,1400,055,34,127.112015,37.53123654,2024.12.20 17:57
C1103792,"서울특별시 중구 다산로 133-1, 1층 (신당동)",다산온누리약국,02-2233-5912,2200,2200,2200,2200,2200,2200,2000,2000,0900,0900,0900,0900,0900,0900,1000,1000,046,07,127.0109676,37.55588013,2024.12.20 17:57
C1107355,"서울특별시 광진구 천호대로 671, 2층 (구의동, 파크타운)",다솜약국,02-447-7635,1815,1815,1815,1300,1815,1300,2000,2000,0830,0830,0830,0830,0830,0830,1000,1000,049,54,127.0905325,37.55133924,2024.12.20 17:57
C1101420,서울특별시 동작구 상도로 82 (대방동),다솜약국,02-826-1060,1930,1930,1930,1930,1930,1400,2000,2000,0900,0900,0900,0900,0900,0900,1000,1000,070,41,126.9297014,37.49947377,2024.12.20 17:57
C1103442,서울특별시 중랑구 면목로 475 (상봉동),다솜약국,02-439-1177,2000,2030,1930,2030,2000,1530,2000,2000,0900,0900,0900,0900,0900,0900,1000,1000,021,38,127.0858602,37.59426783,2024.12.20 17:57
C1101675,"서울특별시 강남구 도곡로 205, 1층 (역삼동, 원경빌딩)",다솜약국,02-567-9691,1700,1700,1700,1700,1700,1300,2000,2000,0800,0800,0800,0800,0800,0800,1000,1000,062,31,127.0413646,37.49291982,2024.12.20 17:57
C1109491,"서울특별시 구로구 경인로63길 11, 신도림 크라운빌2 오피스텔 109호 (신도림동)",다송약국,02-2633-0118,2100,1900,1900,2100,1900,1400,2000,2000,0900,0900,0900,0900,0900,0900,1000,1000,082,07,126.8850927,37.50774282,2024.12.20 17:57
C1109586,"서울특별시 강남구 남부순환로 2806, 군인공제회관 B1층 (도곡동)",다시봄약국,02-3461-0301,2000,2000,1930,2000,2000,1530,2000,2000,1000,1000,1000,1000,1000,0930,1000,1000,062,92,127.0529141,37.48910918,2024.12.20 17:57
C1107337,"서울특별시 은평구 은평로 123, 1층 101호 (응암동, 응암아네스트)",다온약국,02-389-6182,1900,1900,1900,2100,1900,1500,2000,2000,0800,0800,0800,0800,0800,0800,1000,1000,034,61,126.9215191,37.60055197,2024.12.20 17:57
C1109047,"서울특별시 영등포구 은행로 54, 신한드림리버오피스텔 B107호 (여의도동)",다온약국,02-783-0624,1700,1700,1700,1700,1700,1500,1600,2000,0900,0900,0900,0900,0900,0800,0800,1000,072,41,126.9245375,37.52976242,2024.12.20 17:57
C1108228,"서울특별시 동대문구 답십리로 273, 한양빌딩 1층 (장안동)",다온약국,02-2216-4333,1900,1900,1900,1900,1900,1400,1400,2000,0830,0830,0830,0830,0830,0900,0900,1000,025,30,127.0708223,37.57268442,2024.12.20 17:57
C1108937,"서울특별시 성북구 보국문로 68, 1층 (정릉동)",다온약국,02-6095-7645,1730,1730,1730,1900,1730,1300,1400,2000,0900,0900,0900,0830,0900,0900,0900,1000,027,11,127.0094541,37.61046335,2024.12.20 17:57
C1107795,"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 309-1호 (마곡동)",다온약국,02-3665-9588,1930,1930,1930,2000,1930,1430,1400,2000,0900,0900,0900,0900,0900,0930,0900,1000,078,03,126.8372423,37.5596114,2024.12.20 17:57
C1101407,서울특별시 강남구 테헤란로 328  (역삼동),다온약국,02-568-5268,1900,1900,1900,1830,1900,1600,1400,2000,0900,0900,0900,0900,0900,0900,0900,1000,062,12,127.0476788,37.50370754,2024.12.20 17:57
C1109138,"서울특별시 중랑구 공릉로 8, 102, 103호 (묵동, 대길빌딩)",다온약국,02-972-1214,2000,2000,2030,2000,2030,1500,1400,2000,0900,0900,0900,0900,0900,0900,0900,1000,020,37,127.0780737,37.61156702,2024.12.20 17:57
C1110096,서울특별시 강동구 천호옛길 98 (성내동),다온약국,02-488-7266,2100,2100,2000,2100,2100,1700,1400,2000,0930,0930,0930,0930,0930,0930,0900,1000,053,79,127.1263332,37.53733178,2024.12.20 17:57
C1110322,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 지층 B115호 (서초동)",다온약국,02-533-9380,2100,2100,2100,2100,2100,1700,1400,1400,0900,0900,0900,0900,0900,0900,1000,1000,066,11,127.023903,37.50273084,2024.12.20 17:57
C1108591,"서울특별시 노원구 노해로 495, 삼성빌딩 1층 102,103호 (상계동)",다온약국,02-6085-6418,2145,2145,2145,2145,2145,2130,2200,1400,0915,0915,0915,0915,0915,0915,1600,1000,016,95,127.0630892,37.65511881,2024.12.20 17:57
C1107831,"서울특별시 광진구 긴고랑로 41 (중곡동, 대화탕)",다온약국,02-499-7590,1900,1900,1900,1900,1900,1300,2200,1400,0810,0810,0810,0810,0810,0810,1600,1000,049,10,127.0809132,37.56301107,2024.12.20 17:57
C1110036,"서울특별시 영등포구 은행로 54, 신한드림리버오피스텔 B107호 (여의도동)",다온약국,02-783-0624,1700,1700,1700,1700,1700,1300,1600,1400,0900,0900,0900,0900,0900,0810,0800,1000,072,41,126.9245375,37.52976242,2024.12.20 17:57
C1109992,"서울특별시 도봉구 도당로 6, 1층 105호 (쌍문동, 쌍문동 LG트윈빌2)",다온약국,02-999-8082,2100,2100,2100,2100,2100,1400,1400,1800,0900,0900,0900,0900,0900,0900,0900,0900,013,94,127.0353712,37.65871187,2024.12.20 17:57
C1101423,서울특별시 양천구 남부순환로40길 7 (신월동),다올약국,02-2601-0033,2000,2000,2000,2000,2000,1500,1400,1800,0830,0830,0830,0830,0830,0830,0900,0900,079,10,126.8281543,37.53491091,2024.12.20 17:57
C1109005,"서울특별시 송파구 양산로 40, 102호 (거여동)",다올약국,02-400-1027,1930,2000,2000,2000,1930,1430,1400,1800,0900,0900,0900,0900,0900,0900,0900,0900,057,73,127.1443924,37.49240337,2024.12.20 17:57
C1109118,"서울특별시 성북구 동소문로 116, 1층 (동선동1가)",다올약국,02-929-9224,2100,2100,2100,2100,2100,2100,1400,1800,0900,0900,0900,0900,0900,0900,0900,1100,028,45,127.0179439,37.59322146,2024.12.20 17:57
C1109487,"서울특별시 용산구 청파로 251, 지하1층 B02호 (청파동3가)",다올약국,02-702-7083,2000,2000,2000,2000,2000,1900,1900,1800,0900,0900,0900,0900,0900,0900,1010,1100,043,13,126.9703647,37.54191009,2024.12.20 17:57
C1108885,"서울특별시 중랑구 봉우재로 232, 1층 (망우동)",다올약국,02-6402-7582,1830,1830,1830,1830,1830,1330,1900,1800,0900,0900,0900,0900,0900,0900,1010,1100,021,73,127.0986127,37.59510146,2024.12.20 17:57
C1109769,"서울특별시 구로구 시흥대로 577-11, 4층 403호 (구로동)",다움약국,02-838-1230,1930,1930,1930,1930,1930,1500,1500,1800,1030,1030,1030,1030,1030,1030,1030,1100,083,91,126.9018642,37.48448829,2024.12.20 17:57
C1108751,서울특별시 금천구 독산로93길 41 (독산동),다원약국,02-859-6677,1900,1800,1800,1800,1800,1300,1500,1800,0730,0730,0730,0730,0730,0800,1030,1100,085,43,126.9008794,37.47388565,2024.12.20 17:57
C1104361,서울특별시 동작구 장승배기로20길 2 (노량진동),다은약국,02-815-0506,2000,2000,2000,2000,2000,1800,1500,1800,0900,0900,0900,0900,0900,0900,1030,1100,069,25,126.9404311,37.50820293,2024.12.20 17:57
C1109144,서울특별시 강남구 강남대로84길 6 5층 (역삼동),다이아약국,02-552-9631,2000,2000,1700,2000,1930,1530,1500,1800,1100,1100,1100,1100,1100,1100,1030,1100,062,41,127.0291948,37.49642045,2024.12.20 17:57
C1108266,서울특별시 영등포구 선유로 70 206-2호 (문래동3가),다인약국,02-2636-8914,1900,1900,1900,1900,1900,1300,1500,1300,0900,0900,0900,0900,0900,0900,1030,0900,072,94,126.8901457,37.52016265,2024.12.20 17:57
C1101427,"서울특별시 서초구 남부순환로 2614, 311호 (양재동, 한솔로이젠트)",다인약국,02-571-1317,1900,1900,1900,1900,1900,1600,1500,1300,0900,0900,0900,0900,0900,0900,1030,0900,067,37,127.0366745,37.48447416,2024.12.20 17:57
C1107499,"서울특별시 송파구 올림픽로 76, J타워 1층 104-1호 (잠실동)",다인약국,02-423-7272,1930,1930,1930,1930,1930,1530,1500,1300,0830,0830,0830,0830,0830,0830,1030,0900,055,56,127.0791814,37.51156036,2024.12.20 17:57
C1109704,"서울특별시 강남구 논현로175길 7, 1층 101호 (신사동)",다정약국,02-543-3022,2100,1930,1930,1930,2100,1730,1500,1300,0930,0930,0930,0930,0930,0930,1030,0900,060,30,127.0279231,37.52614372,2024.12.20 17:57
C1109863,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 1층 (반포동)",다정약국,02-543-8006,1910,1910,1910,1910,2030,1600,1500,1300,0930,0930,0930,0930,0930,0930,1030,0900,065,36,127.02185,37.50908783,2024.12.20 17:57
C1109641,"서울특별시 강서구 강서로 189, 101호 (화곡동)",다정약국,02-2604-5180,1900,1900,1900,1900,1900,1300,1500,1300,0900,0900,0900,0900,0900,0900,1030,0900,077,07,126.8386095,37.54311034,2024.12.20 17:57
C1108119,"서울특별시 강동구 양재대로 1377, 2층 204호 (성내동)",다정약국,02-471-0313,1900,1900,1900,1900,1900,1300,1500,1300,0900,0900,0900,0900,0900,0900,1030,0900,053,76,127.1362621,37.52922273,2024.12.20 17:57
C1104360,서울특별시 노원구 한글비석로 332,다정약국,02-951-5567,2130,2130,2130,2130,2130,2130,1500,2100,0800,0900,0900,0900,0900,0900,1030,0900,017,18,127.0779928,37.65710729,2024.12.20 17:57
C1101474,"서울특별시 동작구 동작대로29길 69, 120,121호 (사당동)",다정약국,02-595-8804,1900,1900,1900,1900,1900,1500,1500,2100,0900,0900,0900,0900,0900,0900,1030,0900,069,99,126.9781073,37.48845208,2024.12.20 17:57
C1107571,서울특별시 성북구 서경로 27 1층,다정약국,02-915-3588,1930,1930,1930,1930,1930,1500,1500,2100,0900,0900,0900,0900,0900,0900,1030,0900,027,18,127.0148616,37.60625616,2024.12.20 17:57
C1107217,"서울특별시 관악구 남부순환로 1485, 1층 (신림동, 삼남빌딩)",다정약국,02-3283-3031,1730,1730,1730,1730,1730,1300,1500,2100,0800,0800,0800,0800,0800,0830,1030,0900,087,61,126.9156501,37.4823521,2024.12.20 17:57
C1109728,"서울특별시 도봉구 노해로70길 46, 주공19단지종합상가 205-1호 (창동)",다정약국,02-990-8800,1900,1900,1900,1900,1900,1300,1500,2100,0900,0900,0900,0900,0900,0900,1030,0900,014,17,127.0513778,37.65028198,2024.12.20 17:57
C1102895,"서울특별시 용산구 한강대로104길 51, 1층 (동자동, 남영빌딩(제1호))",다정약국,02-6497-2899,1900,1900,1900,1900,1900,1400,1500,2100,0900,0900,0900,0900,0900,0900,1030,0900,043,24,126.9749839,37.55058283,2024.12.20 17:57
C1108281,"서울특별시 송파구 백제고분로 349, 자재백화점 1층 (석촌동)",다정약국,02-421-7978,1800,1800,1800,1800,1800,1300,1500,2100,0900,0900,0900,0900,0900,0900,1030,0900,056,15,127.1049511,37.50453577,2024.12.20 17:57
C1109308,"서울특별시 은평구 은평로 240, 녹번역 힐스테이트 근린생활시설 B1층 118호 (응암동)",다정약국,02-383-7890,1900,1900,1900,1900,1900,1400,1500,2100,0930,0930,0930,0930,0930,0930,1030,0900,034,73,126.9349481,37.60042147,2024.12.20 17:57
C1109086,"서울특별시 서대문구 거북골로 120, 상가3동 3-1호 (남가좌동, DMC센트레빌)",다정온누리약국,02-302-5855,2030,2030,2030,2030,2030,1400,1500,2100,0900,0900,0900,0900,0900,0900,1030,0900,036,90,126.9160975,37.57548326,2024.12.20 17:57
C1107485,"서울특별시 강남구 논현로 511, 3층 (역삼동, YandC빌딩)",다정온누리약국,070-8830-6010,1800,1800,1800,1800,1600,1400,1500,2100,0900,0900,0900,0900,0900,0900,0900,0900,061,31,127.0359594,37.50223052,2024.12.20 17:57
C1109642,"서울특별시 강서구 강서로 59, 102호 (화곡동)",다정한약국,02-2603-8669,2030,2100,2030,2100,2000,1430,1500,2100,0900,0900,0900,0900,1000,0900,0900,0900,077,70,126.8457249,37.53283674,2024.12.20 17:57
C1109518,"서울특별시 금천구 금하로 701, 1층 (시흥동)",다해약국,02-6497-1234,2030,2030,2030,2030,2030,2030,1500,2100,0800,0800,0800,0800,0800,0800,0900,0900,085,73,126.9079694,37.45155991,2024.12.20 17:57
C1104134,"서울특별시 강남구 언주로167길 46, 1층 2호 (신사동)",다현약국,02-543-3188,2000,2000,2000,2000,2000,1700,1500,2100,0900,0900,0900,0900,0900,0900,0900,0900,060,22,127.029392,37.52660639,2024.12.20 17:57
C1110033,"서울특별시 강남구 언주로167길 46, 1층 2호 (신사동)",다현온누리약국,025433188,2000,2000,2000,2000,2000,1700,1500,2100,0900,0900,0900,0900,0900,0900,0900,0900,060,22,127.029392,37.52660639,2024.12.20 17:57
C1103367,"서울특별시 강북구 삼양로27길 35-21, 미아프라자 1층 105호 (미아동)",단골약국,02-983-9866,1930,1930,1930,1930,1930,1400,1500,2100,0900,0900,0900,0900,0900,0900,0900,0900,011,96,127.0189343,37.61797663,2024.12.20 17:57
C1101475,서울특별시 동작구 보라매로 61-1 (신대방동),단골약국,02-821-3157,2030,2030,2030,2030,2030,1300,1200,2100,0900,0900,0900,0900,0900,0900,0900,0900,070,61,126.9271255,37.494976,2024.12.20 17:57
C1102858,서울특별시 종로구 지봉로 50 (숭인동),단골온누리약국,02-745-0731,2200,2200,2200,2200,2200,2200,1200,2100,0900,0900,0900,0900,0900,0900,0900,0900,031,13,127.0159578,37.57453127,2024.12.20 17:57
C1107561,"서울특별시 중랑구 봉화산로 194, 신아타운 7층 705호 (신내동)",단비약국,02-3421-1412,1930,1930,1930,1930,1930,1530,1200,2100,0830,0830,0830,0830,0830,0830,0900,0900,020,76,127.094707,37.60645263,2024.12.20 17:57
C1110315,"서울특별시 양천구 목동동로10길 14, 105호 (신정동)",단비약국,02-2062-9078,1900,1900,1900,1900,1900,1500,1200,2100,0850,0850,0850,0850,0850,0840,0900,0900,080,14,126.8712942,37.51892888,2024.12.20 17:57
C1104050,"서울특별시 송파구 올림픽로 145, 1층 A27호 (잠실동, 리센츠상가)",단비온누리약국,02-422-6883,2000,2000,2000,2000,2000,1500,1200,2100,0900,0900,0900,0900,0900,0900,0900,0900,055,02,127.0870419,37.51198046,2024.12.20 17:57
C1109210,"서울특별시 동대문구 약령중앙로 5, 대산빌딩 1층 (제기동)",단우한약국,02-000-0000,1700,1700,1700,1700,1700,1700,1200,2100,0930,0930,0930,0930,0930,0930,0900,0900,025,69,127.0365837,37.57883739,2024.12.20 17:57
C1107800,서울특별시 중랑구 동일로 680 (면목동),단풍약국,02-6052-4019,2000,2000,2000,2000,2000,1500,1200,2100,0830,0830,0830,0830,0830,0830,0900,0900,021,40,127.0804274,37.59109142,2024.12.20 17:57
C1101480,서울특별시 강남구 양재대로55길 6  (일원동),달구약국,02-459-3300,2000,2000,2000,2000,2000,1600,1200,2100,0900,0900,0900,0900,0900,0900,0900,0900,063,41,127.0883142,37.49132099,2024.12.20 17:57
C1110293,"서울특별시 성동구 독서당로 202, 지하1층 B102호 (옥수동)",달빛약국,02-2282-1114,2000,2000,2000,2000,2000,1500,1200,2100,0900,0900,0900,0900,0900,0900,0900,0900,047,34,127.0133514,37.54299588,2024.12.20 17:57
C1110084,"서울특별시 은평구 진관2로 90, 320동 지하1층 B111호 (진관동, 은평뉴타운 마고정)",달빛약국,050-71430-1398,2200,2200,2200,2200,2200,2200,2200,2200,1000,1000,1000,1000,1000,1400,1400,1400,033,10,126.9256884,37.63380608,2024.12.20 17:57
C1100023,"서울특별시 강동구 천호대로 1171, 1층 (길동)",달약국,02-478-4005,1800,1800,1800,1800,1800,1300,2200,2200,0900,0900,0900,0900,0900,0900,1400,1400,053,56,127.1414007,37.53412741,2024.12.20 17:57
C1109057,"서울특별시 강동구 천호대로159길 3, 1층 (천호동)",담주미즈약국,02-474-9114,2030,2030,2030,2000,2000,1700,1300,1300,0840,0840,0840,0840,0840,0900,0900,0900,053,35,127.127571,37.53775761,2024.12.20 17:57
C1103326,"서울특별시 동대문구 전농로 102, 1층 (답십리동, 목련빌딩)",답십리백화점약국,02-2215-9454,2000,2000,2000,2000,2000,1700,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,025,38,127.0578551,37.5739828,2024.12.20 17:57
C1110205,"서울특별시 동대문구 전농로 38, 1층 (답십리동)",답십리스타약국,070-4242-1820,1900,1900,2100,1900,1900,1400,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,026,15,127.0572409,37.56825403,2024.12.20 17:57
C1107126,"서울특별시 동대문구 답십리로 130, 근린생활시설-3동 제지1층 3-2호 (답십리동, 래미안위브)",답십리코코약국,070-4216-9844,1900,1900,1900,1900,1900,1400,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,025,98,127.0524012,37.57285496,2024.12.20 17:57
C1104332,"서울특별시 노원구 상계로 309-1, (상계동)",당고개약국,02-930-5142,2200,2200,2200,2200,2200,2200,1300,1300,0800,0800,0800,0800,0800,0800,0900,0900,016,34,127.0799936,37.67086618,2024.12.20 17:57
C1109450,"서울특별시 종로구 새문안로 83, 1층 (신문로1가)",당근약국,02-735-0709,2100,2100,2100,2100,2100,2200,1500,1300,0900,0900,0900,0900,0900,0800,1030,0900,031,82,126.9739686,37.57035463,2024.12.20 17:57
C1110125,"서울특별시 광진구 능동로 261, 1층 102호 (군자동)",당근온누리약국,02-468-0966,2000,2000,2000,2000,2000,1400,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,049,98,127.0771535,37.5535169,2024.12.20 17:57
C1109693,서울특별시 영등포구 양평로 20(당산동6가),당산봄약국,02-3667-4598,2000,2000,2000,2000,2000,1500,1300,1300,0830,0830,0830,0830,0830,0830,0900,0900,072,23,126.9041261,37.53311195,2024.12.20 17:57
C1104534,"서울특별시 영등포구 당산로44길 3, 406호 (당산동5가, 삼성타운)",당산삼성약국,02-2633-1811,1800,1800,1800,1800,1800,1500,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,072,14,126.9010775,37.53191435,2024.12.20 17:57
C1107550,서울특별시 영등포구 양평로 53 (당산동5가),당산수약국,02-319-8200,2100,2100,2100,2100,2100,1500,1300,1300,0930,0930,0930,0930,0930,0930,0900,0900,072,13,126.9004172,37.53431919,2024.12.20 17:57
C1107968,"서울특별시 영등포구 양평로 22, 1층 (당산동6가)",당산스타약국,02-3667-8274,1900,2100,1900,2100,1900,1400,1300,1300,0820,0820,0820,0820,0820,0830,0900,0900,072,23,126.9039335,37.53315729,2024.12.20 17:57
C1107549,"서울특별시 영등포구 양평로 32 (당산동6가, 누가빌딩)",당산열린약국,02-2634-7078,2100,2100,2100,2100,2100,2100,1300,1300,0830,0830,0830,0830,0830,0830,0900,0900,072,23,126.9029249,37.53367292,2024.12.20 17:57
C1102653,서울특별시 영등포구 양평로 99,대건약국,02-6909-9868,1900,1900,1900,1900,1900,1400,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,072,08,126.8960716,37.53647731,2024.12.20 17:57
C1102655,서울특별시 종로구 종로51나길 2,대경약국,02-744-2434,2000,2000,2000,2000,2000,2000,2100,1300,0730,0730,0730,0730,0730,0730,0900,0900,031,05,127.0122772,37.57266503,2024.12.20 17:57
C1101775,서울특별시 동작구 상도로45길 6 (상도1동),대광약국,02-825-2600,1900,1900,1900,1900,1900,1500,2100,1300,0900,0900,0900,0900,0900,0900,0900,0900,069,70,126.9508256,37.50027688,2024.12.20 17:57
C1110153,서울특별시 영등포구 여의대방로 383 (여의도동),대교약국,02-780-4259,2000,2000,1900,2000,1800,1300,2100,1300,0900,0900,0900,0900,0900,0900,0900,0900,073,33,126.9315042,37.51934369,2024.12.20 17:57
C1101558,서울특별시 영등포구 여의대방로 383 (여의도동),대교약국,02-780-4259,1900,2000,1900,2000,1800,1300,2100,1300,0900,0900,0900,0900,0900,0900,0900,0900,073,33,126.9315042,37.51934369,2024.12.20 17:57
C1101573,"서울특별시 송파구 가락로 153, 1층 (송파동)",대교약국,02-414-8275,2130,2130,2130,2130,2130,1800,2100,1300,0900,0900,0900,0900,0900,0900,0900,0900,056,69,127.112635,37.50315007,2024.12.20 17:57
C1101557,"서울특별시 마포구 도화길 10, 1층 (도화동)",대교약국,02-714-5849,2100,2100,2100,2100,2100,1500,2100,1300,0830,0830,0830,0830,0830,0830,0900,0900,041,73,126.9474102,37.53980782,2024.12.20 17:57
C1101575,서울특별시 동작구 상도로22길 26 (상도동),대남약국,02-822-3502,2200,2200,2200,2200,2200,2200,2200,2200,0900,0900,0900,0900,0900,0900,0900,0900,069,59,126.9369374,37.50215267,2024.12.20 17:57
C1102615,"서울특별시 종로구 우정국로 38-1, 1층 (견지동)",대도약국,02-737-4510,1800,1800,1800,1800,1800,1400,2200,2200,1000,1000,1000,1000,1000,1000,0900,0900,031,49,126.9832557,37.57248302,2024.12.20 17:57
C1103270,"서울특별시 중구 퇴계로 183, (필동1가)",대도약국,02-2266-9862,2000,2000,2000,2000,2000,1500,2200,2200,0900,0900,0900,0900,0900,0900,0900,0900,045,54,126.9923167,37.56131575,2024.12.20 17:57
C1101756,"서울특별시 송파구 가락로 175, 1층 (송파동)",대동약국,02-418-6551,1900,1900,1900,1900,1900,1400,2200,2200,0900,0900,0900,0900,0900,0900,0900,0900,056,64,127.1143166,37.50445986,2024.12.20 17:57
C1108757,"서울특별시 관악구 관악로 185, 1층 (봉천동)",대동약국,02-877-0453,2200,2200,2200,2200,2200,2200,2200,2200,1000,1000,1000,1000,1000,1000,0900,0900,087,58,126.9526562,37.48179193,2024.12.20 17:57
C1109962,"서울특별시 동작구 양녕로 268, 진영빌딩 1층 (상도1동)",오렌지약국,02-3280-5293,2000,2000,2000,2000,2000,1600,1600,2300,0830,0830,0830,0830,0830,1000,1000,0800,069,68,126.9488562,37.50349967,2024.12.20 17:57
C1104223,"서울특별시 영등포구 시흥대로187길 3, (대림동)",대림대학약국,02-845-5990,1800,1800,1800,1800,1800,1300,2200,2200,0830,0830,0830,0830,0830,0830,0900,0900,074,42,126.9085277,37.49240457,2024.12.20 17:57
C1108784,"서울특별시 영등포구 도림로 135, 1층 107,108호 (대림동)",대림미소약국,02-842-8878,1930,1930,2030,1930,1930,1800,1500,2200,0900,0900,0900,0900,0900,0900,0900,0900,074,15,126.8968596,37.49323199,2024.12.20 17:57
C1102129,서울특별시 영등포구 신길로 40 (신길동),대림백화점약국,02-835-6161,1800,1800,1800,1800,1800,1200,1500,2200,0900,0900,0900,0900,0900,0900,0900,0900,074,36,126.9085826,37.49614793,2024.12.20 17:57
C1101550,"서울특별시 서초구 사임당로 105, (서초동)",대림약국,02-525-3273,1930,1930,1930,1930,1930,1700,1700,2200,0830,0830,0830,0830,0830,0900,0900,0900,066,36,127.0212392,37.49054551,2024.12.20 17:57
C1100269,서울특별시 관악구 낙성대로 22 (봉천동),대림약국,02-889-3188,0030,0030,0030,0030,0030,0030,0030,0030,0830,0830,0830,0830,0830,0830,0830,0830,087,90,126.9587857,37.47652405,2024.12.20 17:57
C1107632,"서울특별시 은평구 은평터널로 65, 101호,110호 (수색동, 대림한숲타운아파트)",대림약국,02-374-2046,2130,2130,2130,2130,2130,2130,0030,0030,0800,0800,0800,0800,0800,0800,0830,0830,034,91,126.8991669,37.58689948,2024.12.20 17:57
C1103304,서울특별시 구로구 신도림로 16,대림약국,02-2679-3553,1900,1900,1900,1900,1900,1400,0030,0030,0900,0900,0900,0900,0900,0900,0830,0830,082,11,126.882191,37.50512282,2024.12.20 17:57
C1103680,서울특별시 동작구 시흥대로 662 (신대방동),대림온누리약국,02-6104-1234,1930,1930,1930,1930,1930,1600,0030,0030,0830,0830,0830,0830,0830,0830,0830,0830,070,68,126.9081938,37.49062816,2024.12.20 17:57
C1101563,서울특별시 구로구 도림로 92 (구로동),대림우리약국,02-855-7538,2030,2030,2030,2030,2030,1800,0030,0030,0900,0900,1000,0900,0900,0900,0830,0830,083,69,126.893577,37.49048525,2024.12.20 17:57
C1104202,"서울특별시 영등포구 가마산로48길 16, 3층 (대림동,신풍프라자)",대림타워약국,02-841-1085,1800,1800,1800,1800,1800,1500,0030,0030,0830,0830,0830,0830,0830,0900,0830,0830,074,03,126.901219,37.50148686,2024.12.20 17:57
C1103071,서울특별시 동대문구 천호대로13길 56 (용두동),대명당약국,02-928-7467,1900,1900,1900,1900,1900,1700,0030,0030,0700,0700,0700,0700,0700,0900,0830,0830,025,83,127.0300475,37.57647152,2024.12.20 17:57
C1108126,"서울특별시 종로구 종로 256-1, 대명빌딩 1층 (종로5가)",대명약국,02-2274-0980,1830,1830,1830,1830,1830,1700,0030,0030,0900,0900,0900,0900,0900,1000,0830,0830,031,97,127.0062655,37.57085918,2024.12.20 17:57
C1103119,"서울특별시 영등포구 영신로19길 7, (영등포동)",대명약국,02-844-5433,2100,2100,2100,2100,2100,2100,0030,0030,0900,0900,0900,0900,0900,0900,0830,0830,073,66,126.906924,37.51426729,2024.12.20 17:57
C1107896,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 104호 (가산동)",대명약국,02-866-2728,2000,2000,2000,2000,2000,1300,0030,0030,0800,0800,0800,0800,0800,0900,0830,0830,085,10,126.8838717,37.48144017,2024.12.20 17:57
C1107555,"서울특별시 종로구 종로 19, 3층 327호 (종로1가, 르메이에르종로타운)",대박약국,02-2075-7171,1830,1915,1830,1915,1830,1300,0030,1300,0900,0900,0900,0900,0900,0900,0830,0900,031,57,126.9799237,37.57084449,2024.12.20 17:57
C1102714,"서울특별시 동작구 등용로 127, 103동 203호 (대방동, 현대아파트상가)",대방약국,02-817-4828,1830,1830,1830,1830,1830,1300,0030,1300,0900,0900,0900,0900,0900,0900,0830,0900,069,40,126.9309884,37.51255874,2024.12.20 17:57
C1101750,서울특별시 강서구 강서로 171  (화곡동),대생약국,02-2696-8082,2000,2000,2000,2000,2000,1600,0030,1300,0900,0900,0900,0900,0900,0900,0830,0900,077,14,126.839819,37.54179355,2024.12.20 17:57
C1102672,"서울특별시 종로구 창경궁로 158, 2층 (원남동)",대서울약국,02-762-6060,1900,1900,1900,1900,1900,1430,0030,1300,0900,0900,0900,0900,0900,0900,0830,0900,030,81,126.9975708,37.57645874,2024.12.20 17:57
C1108496,"서울특별시 영등포구 시흥대로 655, 1층 (대림동)",대성모약국,02-834-7900,1730,1730,1730,1730,1730,1300,0030,1300,0830,0830,0830,0830,0830,0830,0830,0900,074,42,126.9072127,37.49044944,2024.12.20 17:57
C1103070,서울특별시 구로구 개봉로3길 35  (개봉동),대성약국,02-2066-0120,1930,1930,1930,1930,1930,1630,0030,1300,0850,0850,0850,0850,0850,0850,0830,0900,083,53,126.8543214,37.48617746,2024.12.20 17:57
C1101772,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 1층 (내발산동)",대성약국,02-2691-6675,1800,1800,1800,1800,1800,1300,0030,1300,0900,0900,0900,0900,0900,0900,0830,0900,076,32,126.8362276,37.5532304,2024.12.20 17:57
C1102115,서울특별시 관악구 청림길 8 (봉천동),대성약국,02-877-3024,2200,2200,2200,2200,2200,2200,0030,2200,0900,0900,0900,0900,0900,0900,0830,0900,087,33,126.9589311,37.48822433,2024.12.20 17:57
C1104727,서울특별시 용산구 회나무로 23 (이태원동),대성옵티마약국,02-794-0389,2300,2300,2300,2300,2300,1700,0030,2200,0900,0900,0900,0900,0900,0900,0830,0900,043,43,126.9892012,37.53934511,2024.12.20 17:57
