암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEwMDIjNjEjJDEjJDQjJDgz,대중약국,81,약국,110000,서울,110011,성동구,하왕십리동,04710,"서울특별시 성동구 왕십리로 379, (하왕십리동)",02-2292-4418,20000822,127.0281095,37.5645594
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,새성심약국,81,약국,110000,서울,110013,영등포구,양평동4가,07206,"서울특별시 영등포구 양평로 102, (양평동4가)",02-2678-0139,20000818,126.8962721,37.5369644
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,성모약국,81,약국,110000,서울,110003,강서구,화곡동,07686,"서울특별시 강서구 화곡로 313, (화곡동)",02-2601-5300,20000928,126.8497064,37.5522798
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz,연세스타약국,81,약국,110000,서울,110015,은평구,갈현동,03334,"서울특별시 은평구 연서로 183-12, (갈현동)",02-389-7255,20150420,126.9174357,37.6149196
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,다나약국,81,약국,110000,서울,110022,노원구,월계동,01893,"서울특별시 노원구 석계로 95, (월계동)",02-943-8409,20131002,127.0611758,37.6229220
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,세영약국,81,약국,110000,서울,110004,관악구,신림동,08761,"서울특별시 관악구 남부순환로 1479, (신림동)",856-2609,20140102,126.9149551,37.4821914
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,유명약국,81,약국,310000,경기,311500,남양주시,화도읍,12180,"경기도 남양주시 화도읍 마석중앙로 73, 101, 102호",031-594-4565,20061109,127.3080877,37.6522818
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNTEjJDEjJDYjJDgz,서울약국,81,약국,310000,경기,310800,의정부시,의정부동,11695,"경기도 의정부시 시민로131번길 7, (의정부동)",031-842-9515,19920908,127.0497525,37.7384449
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz,명선약국,81,약국,310000,경기,310800,의정부시,녹양동,11612,"경기도 의정부시 비우로 77, (녹양동)",031-873-8075,19870529,127.0353646,37.7583606
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,반석온누리약국,81,약국,110000,서울,110004,관악구,봉천동,08745,"서울특별시 관악구 관악로 195, A동 308호 (봉천동, 관악위버폴리스)",02-876-8838,20131209,126.9531143,37.4828207
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,아이미소약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당33길 1, 103-2호 (불당동)",041-558-3351,20190401,127.1069713,36.8104530
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,대왕약국,81,약국,260000,울산,260001,울산남구,옥동,44664,"울산광역시 남구 문수로 390, (옥동)",052-227-3955,19990904,129.2960487,35.5338508
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQxIyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,보은약국,81,약국,310000,경기,312003,용인처인구,역북동,17054,"경기도 용인시 처인구 중부대로 1294, 1층 129호 (역북동)",,20240729,127.1883042,37.2354739
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,행복온누리약국,81,약국,110000,서울,110012,성북구,안암동5가,02855,"서울특별시 성북구 고려대로 88, 1층 (안암동5가)",02-928-8276,20231221,127.0290419,37.5861541
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,아름다운온누리약국,81,약국,110000,서울,110022,노원구,상계동,01756,"서울특별시 노원구 동일로 1370, 1층 (상계동)",932-0092,20110919,127.0618793,37.6509222
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,큰행복약국,81,약국,340000,충남,340400,보령시,대천동,33454,"충청남도 보령시 해태로 8, (대천동)",041-936-1710,20120814,126.5928416,36.3526824
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQyIyQ1IyQwMCQyNjEyMjIjNTEjJDEjJDIjJDgz,더좋은약국,81,약국,360000,전남,360700,광양시,중동,57794,"전라남도 광양시 중마중앙로 13, 1층 (중동)",061-795-6222,20231221,127.6977003,34.9313909
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,한빛약국,81,약국,230000,대구,230001,대구남구,대명동,42498,"대구광역시 남구 월배로 468, 한영유니죤빌딩 1층 104호 (대명동)",053-657-2269,20180503,128.5559907,35.8346017
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,한솔약국,81,약국,110000,서울,110020,양천구,신정동,08093,"서울특별시 양천구 목동동로 63, 109호 (신정동, 대영프라자)",2648-0507,19870828,126.8623249,37.5153184
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,경대정문약국,81,약국,210000,부산,210001,부산남구,대연동,48434,"부산광역시 남구 수영로 311, 1층 (대연동)",051-628-8858,20231218,129.0999065,35.1375553
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNjEjJDEjJDQjJDgz,사랑약국,81,약국,310000,경기,312300,김포시,구래동,10071,"경기도 김포시 김포한강9로 109, 제1층 102호 (구래동)",031-987-5775,20220816,126.6251821,37.6465636
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,조은온누리약국,81,약국,380000,경남,380705,창원성산구,남양동,51484,"경상남도 창원시 성산구 대암로 40-14, 동양람세스빌딩 (남양동)",055-261-1004,20181120,128.7008366,35.2136971
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,365사랑약국,81,약국,330000,충북,330009,진천군,덕산읍,27871,"충청북도 진천군 덕산읍 자안로 9, 삼영프라자 113호",043-534-0365,20230420,127.5345922,36.9041588
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz,유니약국,81,약국,210000,부산,210013,부산연제구,연산동,47524,"부산광역시 연제구 월드컵대로 142, (연산동)",051-863-1919,20140512,129.0809028,35.1864779
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,더조은약국,81,약국,240000,광주,240002,광주북구,양산동,61071,"광주광역시 북구 하서로 396, 3층 304호 (양산동, 경일빌딩)",062-264-8808,19940904,126.8745444,35.2102573
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjEwMDIjNzEjJDEjJDgjJDgz,방교바른약국,81,약국,310000,경기,312500,화성시,방교동,18487,"경기도 화성시 동탄기흥로257번가길 7, 1동 1층 106호 (방교동)",031-376-7957,20231220,127.0923607,37.1826419
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQxIyQxMyQyNjEyMjIjODEjJDEjJDYjJDgz,미도약국,81,약국,350000,전북,350401,전주완산구,효자동1가,55093,"전북특별자치도 전주시 완산구 백제대로 120, 미래내과 (효자동1가)",063-225-7863,20191202,127.1246418,35.8038776
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjE4MzIjNjEjJDEjJDgjJDgz,주차장약국,81,약국,310000,경기,310603,수원팔달구,팔달로3가,16262,"경기도 수원시 팔달구 정조로758번길 5, 1층 (팔달로3가)",031-251-5234,20231222,127.0171278,37.2758230
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNjEjJDEjJDQjJDgz,봄약국,81,약국,350000,전북,350013,진안군,진안읍,55430,"전북특별자치도 진안군 진안읍 진무로 1119, (진안읍)",063-433-2475,20210226,127.4309298,35.7923811
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMTkxIzUxIyQxIyQxIyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,참조은약국,81,약국,210000,부산,210014,부산수영구,광안동,48243,"부산광역시 수영구 광서로10번길 65, 101호 (광안동, 로타리아파트)",051-755-5676,20231227,129.1139199,35.1668603
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,담티약국,81,약국,230000,대구,230005,대구수성구,만촌동,42070,"대구광역시 수성구 달구벌대로 2670, (만촌동)",053-751-1777,20080731,128.6533472,35.8547258
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,365보배약국,81,약국,360000,전남,360400,순천시,조례동,57945,"전라남도 순천시 봉화2길 99, 2층 (조례동)",061-722-1172,20190304,127.5178406,34.9617115
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,남원서현약국,81,약국,350000,전북,350200,남원시,동충동,55760,"전북특별자치도 남원시 동부시장길 2, (동충동)",063-635-8700,20060519,127.3890055,35.4102056
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxOTYxIzMxIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,푸른약국,81,약국,310000,경기,311902,고양일산서구,주엽동,10387,"경기도 고양시 일산서구 중앙로 1456, 서현프라자 120,121호 (주엽동)",031-915-1006,20181105,126.7589963,37.6715651
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,센텀백세약국,81,약국,210000,부산,210014,부산수영구,광안동,48243,"부산광역시 수영구 수영로 691, 1,2층 (광안동)",,20231221,129.1146415,35.1671025
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzIxIyQyIyQxIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,면목녹색약국,81,약국,110000,서울,110019,중랑구,면목동,02221,"서울특별시 중랑구 사가정로49길 48, (면목동)",02-6958-6918,20231221,127.0869423,37.5830597
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,1층바로약국,81,약국,220000,인천,220001,인천미추홀구,주안동,22148,"인천광역시 미추홀구 경인로 372, 포레나 미추홀 201동 1017호 (주안동, 포레나 미추홀)",032-433-2990,20231221,126.6811634,37.4573949
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNDEjJDEjJDQjJDgz,역삼다인약국,81,약국,110000,서울,110001,강남구,역삼동,06131,"서울특별시 강남구 논현로 521-3, 1층 (역삼동)",02-3453-3589,20040103,127.0354730,37.5027830
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,키다리약국,81,약국,350000,전북,350402,전주덕진구,송천동2가,55150,"전북특별자치도 전주시 덕진구 세병로 92, 에코시티 데시앙 네스트 3블럭 1층 106호 (송천동2가)",063-277-1212,20210424,127.1343046,35.8725528
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjODEjJDEjJDIjJDgz,제일큰약국,81,약국,310000,경기,311200,평택시,고덕동,18014,"경기도 평택시 고덕여염9길 13, SM타워 1층 105호 (고덕동)",,20230811,127.0491453,37.0396992
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,365열린약국,81,약국,310000,경기,310403,성남분당구,야탑동,13497,"경기도 성남시 분당구 성남대로925번길 11, 유니마트 130호 (야탑동)",031-702-4764,20180213,127.1272966,37.4120446
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,행복한 온누리 약국,81,약국,310000,경기,310001,가평군,청평면,12452,"경기도 가평군 청평면 청평중앙로 52, (청평면)",031-585-6897,20220324,127.4202977,37.7379019
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,중서약국,81,약국,210000,부산,210015,부산사상구,주례동,47007,"부산광역시 사상구 가야대로344번길 26, (주례동, 중서약국)",051-316-4571,19780609,129.0101298,35.1496144
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,행운약국,81,약국,230000,대구,230100,대구달성군,다사읍,42914,"대구광역시 달성군 다사읍 달구벌대로 877, (다사읍)",053-586-8866,20081229,128.4653901,35.8580864
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,서변동산약국,81,약국,230000,대구,230003,대구북구,서변동,41475,"대구광역시 북구 호국로 219, 대성골든프라자1차 131,134호 (서변동)",053-939-4881,20200703,128.5988481,35.9213059
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,노원건강한약국,81,약국,230000,대구,230003,대구북구,노원동3가,41499,"대구광역시 북구 팔달로 31, 1층 (노원동3가)",053-341-0330,20140102,128.5542090,35.8917477
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,메디팜동진약국,81,약국,110000,서울,110005,구로구,구로동,08312,"서울특별시 구로구 도림로 75, 1층 (구로동)",02-869-6183,20130619,126.8917418,37.4899932
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,동민약국,81,약국,210000,부산,210013,부산연제구,연산동,47605,"부산광역시 연제구 연제로8번길 30, 상가2동 1층 201호 (연산동, 브라운스톤연제2단지)",051-804-7780,20190814,129.0804020,35.1768208
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,드림약국,81,약국,350000,전북,350100,군산시,소룡동,54013,"전북특별자치도 군산시 공단대로 593, (소룡동)",063-471-9086,20150501,126.6814483,35.9716730
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,송약국,81,약국,350000,전북,350500,정읍시,산외면,56124,"전북특별자치도 정읍시 산외면 산외로 445-4, (산외면)",063-537-5010,20140116,127.0400365,35.6220545
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,영덕종합약국,81,약국,370000,경북,370012,영덕군,영덕읍,36432,"경상북도 영덕군 영덕읍 중앙길 96-16, (영덕읍)",054-734-0048,20161216,129.3700142,36.4116902
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,광장약국,81,약국,310000,경기,312300,김포시,운양동,10073,"경기도 김포시 김포한강1로 227, 광장프라자 117,118호 (운양동)",031-981-7811,20180820,126.6826066,37.6541600
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,원광약국,81,약국,310000,경기,310604,수원영통구,이의동,16225,"경기도 수원시 영통구 대학로 43, B동 103호 (이의동)",031-202-7798,20230718,127.0437544,37.3002484
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,나무약국,81,약국,310000,경기,312500,화성시,청계동,18476,"경기도 화성시 동탄대로시범길 148-14, 106호 (청계동)",,20230816,127.1137549,37.2000507
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz,용남시장약국,81,약국,220000,인천,220001,인천미추홀구,용현동,22209,"인천광역시 미추홀구 인주대로266번길 17, (용현동)",032-863-7022,20120412,126.6656813,37.4519525
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,안중온누리약국,81,약국,310000,경기,311200,평택시,안중읍,17933,"경기도 평택시 안중읍 안중로 139, (안중읍)",031-681-3930,20040916,126.9318479,36.9890931
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDYjJDgz,구름약국,81,약국,340000,충남,340202,천안동남구,신방동,31177,"충청남도 천안시 동남구 서부대로 221, 1층 (신방동, 오케이빌딩)",041-577-3351,20161201,127.1284341,36.7881330
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,본리심야약국,81,약국,230000,대구,230007,대구달서구,장기동,42690,"대구광역시 달서구 용산로 52, 1층 (장기동)",053-523-1101,20221101,128.5308782,35.8422253
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,장성건강약국,81,약국,360000,전남,360017,장성군,장성읍,57220,"전라남도 장성군 장성읍 역전로 169, 169",061-393-7060,20120719,126.7834332,35.3056494
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,아플때약국,81,약국,220000,인천,220001,인천미추홀구,주안동,22214,"인천광역시 미추홀구 인하로221번길 6, 102-1호 (주안동)",032-710-4430,20230816,126.6730074,37.4487197
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,서초온누리약국,81,약국,110000,서울,110021,서초구,서초동,06634,"서울특별시 서초구 서초대로 310, 지하1층 (서초동, 소망빌딩)",02-584-6075,20140102,127.0155606,37.4939941
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,성가약국,81,약국,110000,서울,110025,금천구,독산동,08550,"서울특별시 금천구 독산로106길 32, (독산동)",02-861-5498,20100108,126.9055899,37.4778675
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,우리네약국,81,약국,110000,서울,110017,중구,신당동,04593,"서울특별시 중구 동호로10길 30, 103호,104호 (신당동, 약수하이츠 상가동)",02-2252-3335,20100201,127.0147458,37.5548919
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,마두온누리약국,81,약국,310000,경기,311903,고양일산동구,장항동,10414,"경기도 고양시 일산동구 중앙로 1195, 로스텔 101A호 (장항동)",031-932-7270,20230817,126.7765142,37.6532677
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjODEjJDEjJDIjJDgz,양재메디칼약국,81,약국,110000,서울,110021,서초구,양재동,06784,"서울특별시 서초구 동산로 64, (양재동)",02-577-8275,20100208,127.0457816,37.4718182
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,2층소망약국,81,약국,110000,서울,110020,양천구,신월동,07936,"서울특별시 양천구 월정로 50, 209호 (신월동, 청솔아파트)",2608-8096,20100302,126.8422094,37.5242374
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,미소약국,81,약국,210000,부산,210013,부산연제구,연산동,47570,"부산광역시 연제구 과정로 144, (연산동, 미소메디칼 1층)",051-753-6123,20130501,129.1074059,35.1842747
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,굿모닝약국,81,약국,250000,대전,250003,대전서구,정림동,35394,"대전광역시 서구 계백로 1280, (정림동)",042-586-5126,20151111,127.3651114,36.3075213
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz,메디팜자연약국,81,약국,210000,부산,210003,부산동래구,사직동,47864,"부산광역시 동래구 사직북로 21, (사직동)",051-505-5554,20020412,129.0602486,35.1977084
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,늘사랑약국,81,약국,250000,대전,250003,대전서구,관저동,35372,"대전광역시 서구 관저중로95번길 57, (관저동)",042-545-0074,20180717,127.3316319,36.3010422
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,오케이약국(OK약국),81,약국,250000,대전,250004,대전동구,판암동,34672,"대전광역시 동구 동부로 27, (판암동)",042-282-9082,20230821,127.4567216,36.3195837
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,태평양약국,81,약국,330000,충북,330102,청주흥덕구,강내면,28174,"충청북도 청주시 흥덕구 강내면 서부로 369, (강내면)",043-235-9552,20230818,127.3588974,36.5871062
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,청학약국,81,약국,220000,인천,220007,인천연수구,청학동,21926,"인천광역시 연수구 청능대로 87, 롯데마트 연수점 지하1층 (청학동)",032-822-3261,20230818,126.6751843,37.4151300
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,늘봄약국,81,약국,310000,경기,311500,남양주시,평내동,12218,"경기도 남양주시 경춘로 1346, (평내동)",031-592-7588,20231221,127.2410830,37.6522639
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNTEjJDEjJDIjJDgz,레몬약국,81,약국,220000,인천,220005,인천서구,왕길동,22636,"인천광역시 서구 검단로 480, 검단리치웰프라자 115호 (왕길동)",032-562-1088,20240226,126.6576084,37.6017893
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,또봄약국,81,약국,310000,경기,311500,남양주시,평내동,12223,"경기도 남양주시 평내로29번길 41, 메인프라자 109,111호 (평내동)",031-559-3349,20240226,127.2349877,37.6454150
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,가장큰태평양약국,81,약국,110000,서울,110014,용산구,한남동,04402,"서울특별시 용산구 대사관로 52, 1층 (한남동)",02-790-3376,20140113,127.0038881,37.5333302
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,일번지약국,81,약국,110000,서울,110001,강남구,역삼동,06233,"서울특별시 강남구 강남대로84길 23, 1층 106호 (역삼동)",02-567-2501,20190527,127.0304025,37.4971584
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQxIyQ3IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,열린 온누리약국,81,약국,310000,경기,311800,오산시,원동,18149,"경기도 오산시 원당로 22, 1층 106호 (원동)",031-8043-4451,20240709,127.0925856,37.1410596
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,위드팜잠실나루역약국,81,약국,110000,서울,110018,송파구,신천동,05504,"서울특별시 송파구 송파대로 624, (신천동, 잠실나루역구내 제215-08호)",02-416-0223,20100415,127.0953666,37.5198939
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,드림약국,81,약국,310000,경기,312500,화성시,반송동,18455,"경기도 화성시 동탄반석로 130, 505호 (반송동, 드림프라자)",031-613-6362,20070813,127.0714265,37.2004684
